#TYPE Microsoft.Management.Infrastructure.CimInstance#root/standardcimv2/MSFT_NetProtocolPortFilter
"Protocol","LocalPort","RemotePort","IcmpType","DynamicTarget","DynamicTransport","Caption","Description","ElementName","InstanceID","CommunicationStatus","DetailedStatus","HealthState","InstallDate","Name","OperatingStatus","OperationalStatus","PrimaryStatus","Status","StatusDescriptions","CreationClassName","IsNegated","SystemCreationClassName","SystemName","PSComputerName"
"Any","Any","Any","Any","Any","Any",,,"","{E1D54E3C-CD05-4A47-8BAB-24C02F1143F3}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E1D54E3C-CD05-4A47-8BAB-24C02F1143F3}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{35B7D809-FB97-4B47-BE9F-02577A106A3E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{35B7D809-FB97-4B47-BE9F-02577A106A3E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{DB012C06-2650-4BD9-9875-36156277C9C5}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{DB012C06-2650-4BD9-9875-36156277C9C5}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{E0D5BCBF-B985-42AD-B8D3-DAA588292394}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E0D5BCBF-B985-42AD-B8D3-DAA588292394}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C937DA5C-AA5B-42E2-A266-AA46BC1A3756}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C937DA5C-AA5B-42E2-A266-AA46BC1A3756}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{410A3E74-8265-4306-BAB6-811DD6A67D13}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{410A3E74-8265-4306-BAB6-811DD6A67D13}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C5B785E6-4336-42E9-A79E-C1DDBA98DD54}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C5B785E6-4336-42E9-A79E-C1DDBA98DD54}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{AF91B5B2-0D22-4758-BF0D-6B2EC8E8649A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{AF91B5B2-0D22-4758-BF0D-6B2EC8E8649A}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{998678E3-93AA-409B-B17C-002A19FF0660}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{998678E3-93AA-409B-B17C-002A19FF0660}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{CDA94DC2-1751-44CA-BFD5-B5610B4C48EB}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{CDA94DC2-1751-44CA-BFD5-B5610B4C48EB}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{44750389-9A33-4422-B0F8-6E3D3F9D2F30}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{44750389-9A33-4422-B0F8-6E3D3F9D2F30}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{86112E3E-4140-40BC-BDE7-F1C7B643ECD2}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{86112E3E-4140-40BC-BDE7-F1C7B643ECD2}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{57C0207B-0DCC-4043-9D4B-72515285DC63}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{57C0207B-0DCC-4043-9D4B-72515285DC63}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{44773127-C451-4D58-B9A1-7E5BF08F92E6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{44773127-C451-4D58-B9A1-7E5BF08F92E6}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{83AAEB24-11E9-4109-95BC-EF95069FFF48}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{83AAEB24-11E9-4109-95BC-EF95069FFF48}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{A3C97E62-57F2-40E7-899D-1EE74F455F73}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{A3C97E62-57F2-40E7-899D-1EE74F455F73}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{2146E993-D523-447A-B802-A981A98F84E6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{2146E993-D523-447A-B802-A981A98F84E6}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{7E633F8E-462A-48F1-82FB-4B9BA9A97912}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{7E633F8E-462A-48F1-82FB-4B9BA9A97912}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{4DB74C18-72EE-481E-90E0-EDDD57052198}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{4DB74C18-72EE-481E-90E0-EDDD57052198}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{47C61D03-ECF7-4375-A4ED-028824CBA25E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{47C61D03-ECF7-4375-A4ED-028824CBA25E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C2A2D0D5-2C86-4CA4-8A74-2B8BBA93214E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C2A2D0D5-2C86-4CA4-8A74-2B8BBA93214E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{FAD54617-6506-48BF-BE71-FAE2E4E2D2B1}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{FAD54617-6506-48BF-BE71-FAE2E4E2D2B1}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{546B0B3A-C258-4D2E-86D4-A57B74217E80}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{546B0B3A-C258-4D2E-86D4-A57B74217E80}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{40267122-7A15-4BB5-B62B-D7BC03B7020C}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{40267122-7A15-4BB5-B62B-D7BC03B7020C}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{1B6C28EB-1399-495A-90EB-092D77E6281E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{1B6C28EB-1399-495A-90EB-092D77E6281E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{60C59390-CCAC-4B96-B630-CE06F7D6DBA5}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{60C59390-CCAC-4B96-B630-CE06F7D6DBA5}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{4C5B817C-3C19-4FAD-BCA6-1B20058955C0}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{4C5B817C-3C19-4FAD-BCA6-1B20058955C0}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{E628D4D8-9B52-410F-BB88-4AC0DAEEA187}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E628D4D8-9B52-410F-BB88-4AC0DAEEA187}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{9E09AB97-8F00-4B5C-B1BD-3C4CE7ADA7DD}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{9E09AB97-8F00-4B5C-B1BD-3C4CE7ADA7DD}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{A93BF8C9-BD2C-4343-A414-2F21D8EEF913}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{A93BF8C9-BD2C-4343-A414-2F21D8EEF913}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{BA2AF115-BEC9-48FF-9690-507752CDDDA1}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{BA2AF115-BEC9-48FF-9690-507752CDDDA1}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{5D3A2261-D0B5-477A-92F5-A04E23B53222}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{5D3A2261-D0B5-477A-92F5-A04E23B53222}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{3FF70E58-9F01-4AA5-AD84-C0B85C808143}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{3FF70E58-9F01-4AA5-AD84-C0B85C808143}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{1D2A6E6C-8FA6-44B9-9481-F8E90951C028}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{1D2A6E6C-8FA6-44B9-9481-F8E90951C028}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{BFD77F37-4EDC-43C3-8602-BECF1D980030}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{BFD77F37-4EDC-43C3-8602-BECF1D980030}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{F0A1B6DF-ADEF-4E08-905A-970CE66485D6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F0A1B6DF-ADEF-4E08-905A-970CE66485D6}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{3AE92AA1-D593-4294-ABDD-AEB4A595DB53}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{3AE92AA1-D593-4294-ABDD-AEB4A595DB53}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{A2E07FAB-5CD3-40BC-97C3-C2794B7979D8}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{A2E07FAB-5CD3-40BC-97C3-C2794B7979D8}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{7EA12CCE-23C9-4A6F-A118-40917524F775}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{7EA12CCE-23C9-4A6F-A118-40917524F775}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C4CD20D2-4FA3-48BE-A91B-2494036A49F6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C4CD20D2-4FA3-48BE-A91B-2494036A49F6}",,"","",
"Any","Any","Any","Any","WifiDirectDevices","WifiDirectDevices",,,"","{F035DE4B-C929-46E4-945E-008AD3886F34}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F035DE4B-C929-46E4-945E-008AD3886F34}",,"","",
"Any","Any","Any","Any","WifiDirectDevices","WifiDirectDevices",,,"","{98A2DEF7-81DB-4A89-A887-E1FC3F9F980E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{98A2DEF7-81DB-4A89-A887-E1FC3F9F980E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{52CDCBA8-EF88-4434-A454-CE717ACB577F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{52CDCBA8-EF88-4434-A454-CE717ACB577F}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{0C5A8689-850D-46A4-A1ED-100627AF29AD}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{0C5A8689-850D-46A4-A1ED-100627AF29AD}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{2D406835-563E-4615-A1AB-2FB881624B6A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{2D406835-563E-4615-A1AB-2FB881624B6A}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{F527D6BB-3A09-4949-899E-D0130A025315}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F527D6BB-3A09-4949-899E-D0130A025315}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{B6978ECC-13BB-4748-A127-C1AEFB8BBBD2}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{B6978ECC-13BB-4748-A127-C1AEFB8BBBD2}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{F2486645-0141-437E-A131-DC74E8AF3C18}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F2486645-0141-437E-A131-DC74E8AF3C18}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{99E41644-E05B-40E9-B1A7-F0BECDE6C03B}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{99E41644-E05B-40E9-B1A7-F0BECDE6C03B}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{2BEEE66B-8806-406F-9A37-9BBC9DBCAD79}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{2BEEE66B-8806-406F-9A37-9BBC9DBCAD79}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{68B101AA-DBBB-4297-8CA6-77CD2414B5AF}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{68B101AA-DBBB-4297-8CA6-77CD2414B5AF}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{A0B54A4C-20A9-461B-9E12-133E4B848837}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{A0B54A4C-20A9-461B-9E12-133E4B848837}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{59E5F493-D043-40CB-90D5-68E42046741B}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{59E5F493-D043-40CB-90D5-68E42046741B}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{F0B0A6AE-CDD9-4365-9296-80C93CA5DB48}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F0B0A6AE-CDD9-4365-9296-80C93CA5DB48}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C4C6050D-8D18-4847-AEC2-306ACA31BE9F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C4C6050D-8D18-4847-AEC2-306ACA31BE9F}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{3F3A9B36-3692-4348-9EF6-4C81C53E31C8}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{3F3A9B36-3692-4348-9EF6-4C81C53E31C8}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{84E81DFD-D8BD-441D-B29E-81E6F50BAECF}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{84E81DFD-D8BD-441D-B29E-81E6F50BAECF}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{62BC34C5-D433-48C1-AD4B-51EDA0F0A628}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{62BC34C5-D433-48C1-AD4B-51EDA0F0A628}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{4E20BF31-D006-4C7D-B569-B9BDC112D12D}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{4E20BF31-D006-4C7D-B569-B9BDC112D12D}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{B71B3594-081F-4127-A146-439DF2B3A2AF}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{B71B3594-081F-4127-A146-439DF2B3A2AF}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{5D9A1DF3-B31F-491C-A8C4-A1D0E6EB4C89}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{5D9A1DF3-B31F-491C-A8C4-A1D0E6EB4C89}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{634F5566-0B8F-4342-AE60-6DB6318EF482}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{634F5566-0B8F-4342-AE60-6DB6318EF482}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{ECBFE587-794A-4FE1-9457-CEC202B05E40}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{ECBFE587-794A-4FE1-9457-CEC202B05E40}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{E58F8F4B-ACCC-4A57-A64E-5AFABAE5987D}C:\autodesk\network license manager\lmgrd.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{E58F8F4B-ACCC-4A57-A64E-5AFABAE5987D}C:\autodesk\network license manager\lmgrd.exe",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{C14E8E22-F13F-46E7-B3BE-63979517C221}C:\autodesk\network license manager\lmgrd.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{C14E8E22-F13F-46E7-B3BE-63979517C221}C:\autodesk\network license manager\lmgrd.exe",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{ABAD4300-6A78-4A06-9227-03DF3A9A52EA}C:\autodesk\network license manager\adskflex.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{ABAD4300-6A78-4A06-9227-03DF3A9A52EA}C:\autodesk\network license manager\adskflex.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{A36D6EA8-206B-401B-8C1E-ECD15F227FE5}C:\autodesk\network license manager\adskflex.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{A36D6EA8-206B-401B-8C1E-ECD15F227FE5}C:\autodesk\network license manager\adskflex.exe",,"","",
"TCP","1433","Any","Any","Any","Any",,,"","{EDE72080-16D7-482B-AF28-D8F06A17D61B}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{EDE72080-16D7-482B-AF28-D8F06A17D61B}",,"","",
"TCP","1434","Any","Any","Any","Any",,,"","{42E80E78-B94D-493B-A7FD-0D7488C356AC}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{42E80E78-B94D-493B-A7FD-0D7488C356AC}",,"","",
"TCP","443","Any","Any","Any","Any",,,"","{B4832570-CE99-464D-B12E-CA5D12671528}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{B4832570-CE99-464D-B12E-CA5D12671528}",,"","",
"TCP","135","Any","Any","Any","Any",,,"","{185A8487-CC0F-421C-8211-C0C69321F369}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{185A8487-CC0F-421C-8211-C0C69321F369}",,"","",
"TCP","4022","Any","Any","Any","Any",,,"","{34298E7B-F903-49A0-A96F-060252C1229F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{34298E7B-F903-49A0-A96F-060252C1229F}",,"","",
"TCP","2383","Any","Any","Any","Any",,,"","{6FD9856C-C24B-4EB8-A5FE-D5C4E2D96D6F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{6FD9856C-C24B-4EB8-A5FE-D5C4E2D96D6F}",,"","",
"TCP","2382","Any","Any","Any","Any",,,"","{3043B9FB-5D7D-4883-A586-30295F893F87}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{3043B9FB-5D7D-4883-A586-30295F893F87}",,"","",
"TCP","80","Any","Any","Any","Any",,,"","{28867E8E-8D70-46B8-AED4-18A9AB76FCB4}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{28867E8E-8D70-46B8-AED4-18A9AB76FCB4}",,"","",
"UDP","1434","Any","Any","Any","Any",,,"","{8B900C7C-9E19-4FA0-94A0-F3347200F2D4}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{8B900C7C-9E19-4FA0-94A0-F3347200F2D4}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{AC84791A-F3E2-49E9-8548-4277DF5DA71A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{AC84791A-F3E2-49E9-8548-4277DF5DA71A}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{7E0A174F-F5EC-4EA3-B07D-87BE0C508352}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{7E0A174F-F5EC-4EA3-B07D-87BE0C508352}",,"","",
"TCP","80","Any","Any","Any","Any",,,"","{66EA9022-B131-4802-993C-CFAD7E6C3B54}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{66EA9022-B131-4802-993C-CFAD7E6C3B54}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{21DEC807-0852-4CDD-99B8-908CF6577AF6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{21DEC807-0852-4CDD-99B8-908CF6577AF6}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{5337932F-9C57-4824-9316-84066E497F4E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{5337932F-9C57-4824-9316-84066E497F4E}",,"","",
"UDP","3702","Any","Any","Any","Any",,,"","{1A3DC74A-7311-4FCD-BDD7-E5400EE6CB46}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{1A3DC74A-7311-4FCD-BDD7-E5400EE6CB46}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{45EEA3DE-C576-43BE-9D64-B9E90268BB16}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{45EEA3DE-C576-43BE-9D64-B9E90268BB16}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{D9025702-5463-459A-A6A9-93643E0C5C26}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{D9025702-5463-459A-A6A9-93643E0C5C26}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{3079137B-FAE4-4739-9F15-A3131A5FF2FD}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{3079137B-FAE4-4739-9F15-A3131A5FF2FD}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{E473DE83-C543-46BF-BDBF-ACC3A3B7671D}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E473DE83-C543-46BF-BDBF-ACC3A3B7671D}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{09178B80-9BEC-4D02-BFD4-1EFE2CEECEC3}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{09178B80-9BEC-4D02-BFD4-1EFE2CEECEC3}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{600AF236-C3FA-4802-B2C6-58DB9A3BB62A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{600AF236-C3FA-4802-B2C6-58DB9A3BB62A}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{82365279-BCD5-47F6-9EDB-F207AE975931}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{82365279-BCD5-47F6-9EDB-F207AE975931}",,"","",
"TCP","12292","Any","Any","Any","Any",,,"","{215F3231-41D5-44F0-8754-4279A3D3C5D6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{215F3231-41D5-44F0-8754-4279A3D3C5D6}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C4818E7E-B7AA-4EAE-A214-0E3079810A67}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C4818E7E-B7AA-4EAE-A214-0E3079810A67}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{2B330BDD-3E8D-4291-B917-7C5434A7D69C}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{2B330BDD-3E8D-4291-B917-7C5434A7D69C}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{DD462312-F56F-40E6-AAA8-74786A2D0A43}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{DD462312-F56F-40E6-AAA8-74786A2D0A43}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{54CC41B4-1933-45D9-9FD1-D3D6206CECA8}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{54CC41B4-1933-45D9-9FD1-D3D6206CECA8}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{89E0E4FC-3730-4CDE-B7AA-2DDB87E804E4}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{89E0E4FC-3730-4CDE-B7AA-2DDB87E804E4}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{E48F60A6-B505-45BA-AE0F-8161DEF7FB68}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E48F60A6-B505-45BA-AE0F-8161DEF7FB68}",,"","",
"TCP","7680","Any","Any","Any","Any",,,"","DeliveryOptimization-TCP-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|DeliveryOptimization-TCP-In",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{D5AEB907-8F15-41A6-920D-D2D54DCE565D}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{D5AEB907-8F15-41A6-920D-D2D54DCE565D}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{AC051517-5BA6-45E1-B51A-1BF87102C05E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{AC051517-5BA6-45E1-B51A-1BF87102C05E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{E8E230D9-9901-45B9-9403-8A780913CBE0}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E8E230D9-9901-45B9-9403-8A780913CBE0}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{94ED6864-E4B1-4E45-87EE-56C1871B7D0E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{94ED6864-E4B1-4E45-87EE-56C1871B7D0E}",,"","",
"UDP","7680","Any","Any","Any","Any",,,"","DeliveryOptimization-UDP-In",,,,,"",,,,,,"MSFT|FW|FirewallRule|DeliveryOptimization-UDP-In",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{F9BC7AA2-A233-4516-A670-73EB10010658}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F9BC7AA2-A233-4516-A670-73EB10010658}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{661AD77E-C0DF-47FA-82C7-5770E2F3F822}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{661AD77E-C0DF-47FA-82C7-5770E2F3F822}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{F65D2145-8D84-4B28-9EAD-F7F21B647FF7}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F65D2145-8D84-4B28-9EAD-F7F21B647FF7}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{508E5CDD-2240-43BF-88F7-35FB6D686780}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{508E5CDD-2240-43BF-88F7-35FB6D686780}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{6E1C6255-9912-48F4-9BD1-A7B582433346}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{6E1C6255-9912-48F4-9BD1-A7B582433346}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{381A1283-9EA6-4B17-A1B7-F38DD8937AA3}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{381A1283-9EA6-4B17-A1B7-F38DD8937AA3}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{E3777061-117C-4BE6-A997-7711FAAB9F03}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E3777061-117C-4BE6-A997-7711FAAB9F03}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{FE156CFE-7BBB-4D34-9321-534D35724896}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{FE156CFE-7BBB-4D34-9321-534D35724896}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{814AF8C8-2601-4A0D-84AE-5DAF7C4269D6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{814AF8C8-2601-4A0D-84AE-5DAF7C4269D6}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{26F9AF40-545E-4050-A3F7-781E311F0B4E}C:\go\bin\houndd.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{26F9AF40-545E-4050-A3F7-781E311F0B4E}C:\go\bin\houndd.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{ED0F59E7-1A2F-4EA6-8EFD-F11EFF35FA06}C:\go\bin\houndd.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{ED0F59E7-1A2F-4EA6-8EFD-F11EFF35FA06}C:\go\bin\houndd.exe",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{FAF33415-720B-409F-BC05-96A00B67FD02}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{FAF33415-720B-409F-BC05-96A00B67FD02}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{76C2FB2E-C1D2-4370-979E-2E43C5860533}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{76C2FB2E-C1D2-4370-979E-2E43C5860533}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{07EDC4BB-233D-4DBC-B791-8974649B456F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{07EDC4BB-233D-4DBC-B791-8974649B456F}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{913D4A34-6886-4250-B843-34E5458BEE7A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{913D4A34-6886-4250-B843-34E5458BEE7A}",,"","",
